index,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
0,2022-10-19,Detroit Pistons,Orlando Magic,215.5,3.5,-164,138,222,4
1,2022-10-19,Indiana Pacers,Washington Wizards,229.0,-2.5,120,-142,221,-7
2,2022-10-19,Memphis Grizzlies,New York Knicks,226.5,4.5,-190,160,227,3
3,2022-10-19,Brooklyn Nets,New Orleans Pelicans,232.0,3.0,-148,126,238,-22
4,2022-10-19,Miami Heat,Chicago Bulls,217.5,10.5,-590,430,224,-8
5,2022-10-19,Toronto Raptors,Cleveland Cavaliers,214.5,2.5,-150,118,213,3
6,2022-10-19,Atlanta Hawks,Houston Rockets,235.5,10.5,-520,400,224,10
7,2022-10-19,Minnesota Timberwolves,Oklahoma City Thunder,225.5,11.0,-650,480,223,7
8,2022-10-19,San Antonio Spurs,Charlotte Hornets,221.0,-1.0,-104,-116,231,-27
9,2022-10-19,Utah Jazz,Denver Nuggets,224.5,-7.5,245,-300,225,21
10,2022-10-19,Sacramento Kings,Portland Trail Blazers,230.5,4.5,-205,158,223,-7
11,2022-10-19,Phoenix Suns,Dallas Mavericks,219.5,4.0,-188,158,212,2
12,2022-10-20,Philadelphia 76ers,Milwaukee Bucks,225.0,4.0,-174,146,178,-2
13,2022-10-20,Los Angeles Lakers,Los Angeles Clippers,227.5,-4.5,180,-215,200,-6
14,2022-10-21,Charlotte Hornets,New Orleans Pelicans,226.5,-7.0,220,-270,236,-12
15,2022-10-21,Washington Wizards,Chicago Bulls,220.0,1.5,-126,108,202,2
16,2022-10-21,Indiana Pacers,San Antonio Spurs,231.5,-3.5,138,-178,271,-3
17,2022-10-21,New York Knicks,Detroit Pistons,221.0,7.5,-290,235,236,24
18,2022-10-21,Brooklyn Nets,Toronto Raptors,226.0,2.5,-138,118,214,4
19,2022-10-21,Atlanta Hawks,Orlando Magic,226.0,9.5,-430,340,206,10
20,2022-10-21,Miami Heat,Boston Celtics,218.5,-3.5,126,-162,215,-7
21,2022-10-21,Minnesota Timberwolves,Utah Jazz,226.5,8.0,-330,265,258,-6
22,2022-10-21,Houston Rockets,Memphis Grizzlies,231.0,-7.0,225,-275,251,-7
23,2022-10-21,Golden State Warriors,Denver Nuggets,238.5,4.5,-215,164,251,-5
24,2022-10-21,Portland Trail Blazers,Phoenix Suns,224.0,-5.0,176,-210,224,2
25,2022-10-22,Philadelphia 76ers,San Antonio Spurs,225.0,13.5,-1100,700,219,-9
26,2022-10-22,Indiana Pacers,Detroit Pistons,231.5,1.0,-108,-108,239,9
27,2022-10-22,Orlando Magic,Boston Celtics,215.5,-9.0,300,-375,246,-6
28,2022-10-22,Milwaukee Bucks,Houston Rockets,228.0,13.0,-900,610,230,20
29,2022-10-22,Miami Heat,Toronto Raptors,216.5,3.0,-154,130,221,3
30,2022-10-22,Chicago Bulls,Cleveland Cavaliers,220.5,-1.0,-106,-110,224,-32
31,2022-10-22,Dallas Mavericks,Memphis Grizzlies,219.5,6.0,-220,184,233,41
32,2022-10-22,Denver Nuggets,Oklahoma City Thunder,227.5,8.5,-390,310,239,5
33,2022-10-22,Sacramento Kings,Los Angeles Clippers,225.0,-2.5,120,-142,220,-2
34,2022-10-23,Los Angeles Lakers,Portland Trail Blazers,223.5,6.5,-290,215,210,-2
35,2022-10-23,Atlanta Hawks,Charlotte Hornets,227.0,10.0,-480,370,235,-17
36,2022-10-23,Cleveland Cavaliers,Washington Wizards,217.5,-1.5,100,-128,224,10
37,2022-10-23,New Orleans Pelicans,Utah Jazz,232.0,8.5,-340,275,243,-1
38,2022-10-23,Oklahoma City Thunder,Minnesota Timberwolves,226.0,-10.0,380,-490,222,-10
39,2022-10-23,Golden State Warriors,Sacramento Kings,232.5,10.0,-480,370,255,5
40,2022-10-23,Los Angeles Clippers,Phoenix Suns,219.0,-1.0,-102,-116,207,-17
41,2022-10-24,Philadelphia 76ers,Indiana Pacers,228.5,12.5,-950,640,226,14
42,2022-10-24,Miami Heat,Toronto Raptors,216.5,3.5,-174,136,188,-8
43,2022-10-24,New York Knicks,Orlando Magic,223.0,7.5,-300,245,217,13
44,2022-10-24,Houston Rockets,Utah Jazz,234.0,-2.5,120,-142,222,6
45,2022-10-24,Memphis Grizzlies,Brooklyn Nets,235.5,1.5,-112,-104,258,10
46,2022-10-24,Minnesota Timberwolves,San Antonio Spurs,233.5,7.5,-350,255,221,-9
47,2022-10-24,Chicago Bulls,Boston Celtics,223.5,-10.5,400,-620,222,18
48,2022-10-24,Portland Trail Blazers,Denver Nuggets,223.5,-4.5,152,-196,245,25
49,2022-10-25,Washington Wizards,Detroit Pistons,215.5,4.5,-205,158,219,21
50,2022-10-25,New Orleans Pelicans,Dallas Mavericks,225.5,-2.5,120,-154,224,2
51,2022-10-25,Oklahoma City Thunder,Los Angeles Clippers,217.5,-5.5,184,-220,202,14
52,2022-10-25,Phoenix Suns,Golden State Warriors,227.0,1.5,-118,100,239,29
53,2022-10-26,Cleveland Cavaliers,Orlando Magic,216.5,8.5,-430,300,195,11
54,2022-10-26,Detroit Pistons,Atlanta Hawks,236.5,-7.5,265,-370,231,-5
55,2022-10-26,Milwaukee Bucks,Brooklyn Nets,225.5,3.5,-178,138,209,11
56,2022-10-26,New York Knicks,Charlotte Hornets,224.0,7.5,-300,245,265,3
57,2022-10-26,Toronto Raptors,Philadelphia 76ers,209.5,-2.5,116,-148,228,10
58,2022-10-26,Chicago Bulls,Indiana Pacers,233.5,7.0,-275,225,233,15
59,2022-10-26,Minnesota Timberwolves,San Antonio Spurs,234.5,9.5,-430,340,256,12
60,2022-10-26,Utah Jazz,Houston Rockets,229.5,9.5,-480,330,210,8
61,2022-10-26,Denver Nuggets,Los Angeles Lakers,232.5,4.5,-230,176,209,11
62,2022-10-26,Portland Trail Blazers,Miami Heat,223.5,1.5,-130,102,217,-21
63,2022-10-27,Brooklyn Nets,Dallas Mavericks,225.5,-3.0,124,-146,254,-4
64,2022-10-27,Oklahoma City Thunder,Los Angeles Clippers,218.5,-7.0,210,-255,228,8
65,2022-10-27,Sacramento Kings,Memphis Grizzlies,234.5,4.5,-210,162,235,-15
66,2022-10-27,Golden State Warriors,Miami Heat,227.0,6.0,-230,190,233,13
67,2022-10-28,Detroit Pistons,Atlanta Hawks,229.5,-6.0,205,-250,248,-24
68,2022-10-28,Orlando Magic,Charlotte Hornets,221.0,-1.5,100,-118,206,20
69,2022-10-28,Washington Wizards,Indiana Pacers,229.0,5.0,-198,166,244,-10
70,2022-10-28,Toronto Raptors,Philadelphia 76ers,214.0,4.5,-180,152,202,-22
71,2022-10-28,Boston Celtics,Cleveland Cavaliers,218.5,6.5,-270,220,255,-9
72,2022-10-28,Milwaukee Bucks,New York Knicks,223.5,6.5,-255,210,227,11
73,2022-10-28,Minnesota Timberwolves,Los Angeles Lakers,233.5,8.5,-400,285,213,9
74,2022-10-28,San Antonio Spurs,Chicago Bulls,230.5,-4.5,162,-194,253,5
75,2022-10-28,Denver Nuggets,Utah Jazz,232.0,7.5,-330,265,218,16
76,2022-10-28,Portland Trail Blazers,Houston Rockets,222.5,4.5,-200,168,236,14
77,2022-10-28,Phoenix Suns,New Orleans Pelicans,225.5,8.5,-340,275,235,13
78,2022-10-29,Sacramento Kings,Miami Heat,227.0,-4.0,144,-172,232,6
79,2022-10-29,Charlotte Hornets,Golden State Warriors,233.5,-10.0,370,-480,233,7
80,2022-10-29,Brooklyn Nets,Indiana Pacers,239.5,11.5,-620,460,241,-9
81,2022-10-29,Chicago Bulls,Philadelphia 76ers,221.5,-2.5,118,-136,223,-5
82,2022-10-29,Milwaukee Bucks,Atlanta Hawks,228.5,5.5,-210,176,238,8
83,2022-10-29,Dallas Mavericks,Oklahoma City Thunder,219.5,10.5,-500,385,228,-6
84,2022-10-29,Utah Jazz,Memphis Grizzlies,225.5,-3.5,132,-156,247,1
85,2022-10-30,Los Angeles Clippers,New Orleans Pelicans,226.5,1.5,-118,100,203,-21
86,2022-10-30,Boston Celtics,Washington Wizards,222.0,9.5,-430,340,206,18
87,2022-10-30,Detroit Pistons,Golden State Warriors,231.0,-7.5,245,-300,242,14
88,2022-10-30,Cleveland Cavaliers,New York Knicks,220.0,3.5,-152,128,229,13
89,2022-10-30,San Antonio Spurs,Minnesota Timberwolves,237.0,-7.0,210,-255,205,9
90,2022-10-30,Dallas Mavericks,Orlando Magic,211.5,9.0,-400,315,219,9
91,2022-10-30,Phoenix Suns,Houston Rockets,227.5,13.0,-820,570,233,15
92,2022-10-30,Los Angeles Lakers,Denver Nuggets,228.5,-2.5,118,-142,231,11
93,2022-10-31,Washington Wizards,Philadelphia 76ers,216.5,-2.5,120,-142,229,-7
94,2022-10-31,Charlotte Hornets,Sacramento Kings,231.5,-3.5,136,-164,223,-7
95,2022-10-31,Brooklyn Nets,Indiana Pacers,236.0,8.0,-330,265,225,7
96,2022-10-31,Toronto Raptors,Atlanta Hawks,222.5,2.0,-122,104,248,30
97,2022-10-31,Milwaukee Bucks,Detroit Pistons,221.5,12.5,-1100,600,218,2
98,2022-10-31,Utah Jazz,Memphis Grizzlies,232.5,-3.5,136,-162,226,16
99,2022-10-31,Los Angeles Clippers,Houston Rockets,225.5,8.5,-355,285,188,2
100,2022-11-01,Brooklyn Nets,Chicago Bulls,232.5,2.0,-142,120,207,-9
101,2022-11-01,Miami Heat,Golden State Warriors,225.5,1.0,-112,-104,225,7
102,2022-11-01,Oklahoma City Thunder,Orlando Magic,216.5,3.5,-162,126,224,8
103,2022-11-01,Phoenix Suns,Minnesota Timberwolves,228.0,4.0,-174,146,223,9
104,2022-11-02,Philadelphia 76ers,Washington Wizards,217.0,5.5,-215,180,232,-10
105,2022-11-02,New York Knicks,Atlanta Hawks,233.0,2.5,-134,114,211,-13
106,2022-11-02,Miami Heat,Sacramento Kings,220.5,4.5,-184,154,217,3
107,2022-11-02,Cleveland Cavaliers,Boston Celtics,220.0,-1.5,102,-120,227,1
108,2022-11-02,Houston Rockets,Los Angeles Clippers,223.0,-5.5,184,-220,210,-8
109,2022-11-02,Milwaukee Bucks,Detroit Pistons,223.5,11.5,-620,460,207,25
110,2022-11-02,San Antonio Spurs,Toronto Raptors,223.5,-6.5,194,-235,243,-43
111,2022-11-02,Chicago Bulls,Charlotte Hornets,224.5,6.5,-250,205,194,18
112,2022-11-02,Dallas Mavericks,Utah Jazz,222.5,6.5,-295,220,203,3
113,2022-11-02,Portland Trail Blazers,Memphis Grizzlies,228.0,-5.5,184,-220,217,-5
114,2022-11-02,Los Angeles Lakers,New Orleans Pelicans,229.5,-2.5,116,-136,237,3
115,2022-11-03,Orlando Magic,Golden State Warriors,226.0,-9.5,340,-430,259,1
116,2022-11-03,Oklahoma City Thunder,Denver Nuggets,228.0,-6.5,220,-270,232,-12
117,2022-11-04,Detroit Pistons,Cleveland Cavaliers,215.5,-4.0,142,-168,200,-24
118,2022-11-04,Washington Wizards,Brooklyn Nets,223.0,3.0,-154,130,214,-42
119,2022-11-04,Philadelphia 76ers,New York Knicks,220.0,1.5,-112,-104,210,-2
120,2022-11-04,Indiana Pacers,Miami Heat,224.5,-3.0,136,-162,200,2
121,2022-11-04,Boston Celtics,Chicago Bulls,223.0,7.5,-300,245,242,4
122,2022-11-04,San Antonio Spurs,Los Angeles Clippers,225.5,-3.5,138,-164,219,-7
123,2022-11-04,Memphis Grizzlies,Charlotte Hornets,227.0,11.5,-590,440,229,31
124,2022-11-04,Dallas Mavericks,Toronto Raptors,215.0,4.0,-184,154,221,1
125,2022-11-04,New Orleans Pelicans,Golden State Warriors,227.0,10.5,-510,390,219,9
126,2022-11-04,Phoenix Suns,Portland Trail Blazers,217.5,12.0,-720,520,214,-2
127,2022-11-04,Minnesota Timberwolves,Milwaukee Bucks,225.5,-2.0,108,-126,217,-13
128,2022-11-04,Los Angeles Lakers,Utah Jazz,229.0,3.0,-154,130,246,-14
129,2022-11-05,Orlando Magic,Sacramento Kings,228.5,-4.5,154,-184,249,-3
130,2022-11-05,Charlotte Hornets,Brooklyn Nets,223.5,-3.5,136,-162,192,-4
131,2022-11-05,New York Knicks,Boston Celtics,227.0,-4.0,142,-168,251,-15
132,2022-11-05,Atlanta Hawks,New Orleans Pelicans,234.5,1.5,-124,106,245,3
133,2022-11-05,Milwaukee Bucks,Oklahoma City Thunder,219.0,5.5,-230,190,202,14
134,2022-11-05,Minnesota Timberwolves,Houston Rockets,234.0,7.5,-310,250,246,12
135,2022-11-05,Denver Nuggets,San Antonio Spurs,235.5,12.0,-590,440,227,25
136,2022-11-05,Phoenix Suns,Portland Trail Blazers,215.5,12.0,-700,490,184,20
137,2022-11-06,Los Angeles Lakers,Cleveland Cavaliers,222.0,-5.5,172,-205,214,-14
138,2022-11-06,Toronto Raptors,Chicago Bulls,219.5,4.0,-176,148,217,9
139,2022-11-06,Memphis Grizzlies,Washington Wizards,224.0,9.5,-430,340,200,6
140,2022-11-06,Los Angeles Clippers,Utah Jazz,218.5,3.5,-158,134,212,-8
141,2022-11-07,Charlotte Hornets,Washington Wizards,215.5,2.5,-148,116,208,-8
142,2022-11-07,Orlando Magic,Houston Rockets,237.5,0.5,-106,-120,261,-7
143,2022-11-07,Detroit Pistons,Oklahoma City Thunder,225.5,-4.5,180,-235,215,9
144,2022-11-07,Indiana Pacers,New Orleans Pelicans,241.5,-1.5,114,-146,251,7
145,2022-11-07,Philadelphia 76ers,Phoenix Suns,214.5,5.5,-260,196,188,12
146,2022-11-07,Atlanta Hawks,Milwaukee Bucks,226.5,3.5,-180,140,215,19
147,2022-11-07,Miami Heat,Portland Trail Blazers,211.5,11.5,-2500,900,217,-3
148,2022-11-07,Chicago Bulls,Toronto Raptors,208.5,12.5,-4000,1100,208,14
149,2022-11-07,Memphis Grizzlies,Boston Celtics,227.5,1.5,-140,110,215,-3
150,2022-11-07,Minnesota Timberwolves,New York Knicks,224.5,-16.5,4000,-100000,227,-13
151,2022-11-07,San Antonio Spurs,Denver Nuggets,242.5,-10.5,750,-1600,224,-6
152,2022-11-07,Dallas Mavericks,Brooklyn Nets,201.5,3.5,-188,146,190,2
153,2022-11-07,Golden State Warriors,Sacramento Kings,236.5,-2.5,118,-150,229,3
154,2022-11-07,Utah Jazz,Los Angeles Lakers,261.5,8.5,-430,300,255,23
155,2022-11-07,Los Angeles Clippers,Cleveland Cavaliers,231.5,-3.5,136,-178,236,2
156,2022-11-09,Orlando Magic,Dallas Mavericks,213.0,-8.5,285,-355,181,7
157,2022-11-09,Indiana Pacers,Denver Nuggets,235.5,-4.5,166,-198,241,-3
158,2022-11-09,Charlotte Hornets,Portland Trail Blazers,222.5,-1.5,-104,-122,200,-10
159,2022-11-09,Boston Celtics,Detroit Pistons,226.0,13.0,-850,590,240,16
160,2022-11-09,Toronto Raptors,Houston Rockets,224.0,10.0,-450,350,225,7
161,2022-11-09,Atlanta Hawks,Utah Jazz,231.5,4.5,-172,144,244,-6
162,2022-11-09,Brooklyn Nets,New York Knicks,221.0,3.5,-162,136,197,27
163,2022-11-09,Oklahoma City Thunder,Milwaukee Bucks,214.0,-1.5,108,-126,268,-4
164,2022-11-09,Minnesota Timberwolves,Phoenix Suns,224.0,1.5,-124,106,246,-12
165,2022-11-09,Chicago Bulls,New Orleans Pelicans,232.0,-2.0,114,-134,226,-4
166,2022-11-09,San Antonio Spurs,Memphis Grizzlies,234.0,-5.5,176,-210,246,-2
167,2022-11-09,Sacramento Kings,Cleveland Cavaliers,228.5,-4.5,168,-200,247,7
168,2022-11-09,Los Angeles Clippers,Los Angeles Lakers,219.0,3.0,-146,124,215,13
169,2022-11-10,Washington Wizards,Dallas Mavericks,209.0,-6.0,198,-240,218,8
170,2022-11-10,Atlanta Hawks,Philadelphia 76ers,222.0,1.0,-120,102,199,9
171,2022-11-10,Miami Heat,Charlotte Hornets,212.5,10.5,-560,420,229,5
172,2022-11-10,New Orleans Pelicans,Portland Trail Blazers,223.0,10.0,-405,320,201,-11
173,2022-11-11,Orlando Magic,Phoenix Suns,215.0,-7.5,240,-295,211,17
174,2022-11-11,Boston Celtics,Denver Nuggets,230.5,4.0,-174,146,243,19
175,2022-11-11,New York Knicks,Detroit Pistons,224.0,9.5,-405,320,233,9
176,2022-11-11,Oklahoma City Thunder,Toronto Raptors,219.5,-5.5,176,-210,245,19
177,2022-11-11,San Antonio Spurs,Milwaukee Bucks,219.5,2.0,-136,116,204,18
178,2022-11-11,Memphis Grizzlies,Minnesota Timberwolves,233.5,4.5,-180,152,217,11
179,2022-11-11,Golden State Warriors,Cleveland Cavaliers,232.5,3.0,-158,134,207,5
180,2022-11-11,Los Angeles Lakers,Sacramento Kings,233.0,-4.5,160,-190,234,-6
181,2022-11-12,Los Angeles Clippers,Brooklyn Nets,212.0,1.5,-124,106,205,-15
182,2022-11-12,Washington Wizards,Utah Jazz,222.0,-4.0,148,-176,233,9
183,2022-11-12,Indiana Pacers,Toronto Raptors,229.0,3.0,-146,124,222,14
184,2022-11-12,Detroit Pistons,Boston Celtics,225.5,-9.0,290,-360,225,-9
185,2022-11-12,Philadelphia 76ers,Atlanta Hawks,223.0,2.5,-138,118,230,12
186,2022-11-12,Miami Heat,Charlotte Hornets,215.0,8.5,-350,280,247,17
187,2022-11-12,New Orleans Pelicans,Houston Rockets,233.0,10.5,-510,390,225,13
188,2022-11-12,Dallas Mavericks,Portland Trail Blazers,219.0,7.0,-255,205,229,5
189,2022-11-13,New York Knicks,Oklahoma City Thunder,226.5,5.5,-230,190,280,-10
190,2022-11-13,Washington Wizards,Memphis Grizzlies,218.5,0.5,-115,-111,194,10
191,2022-11-13,Cleveland Cavaliers,Minnesota Timberwolves,221.5,1.0,-118,100,253,-5
192,2022-11-13,Philadelphia 76ers,Utah Jazz,218.0,3.5,-168,142,203,7
193,2022-11-13,Chicago Bulls,Denver Nuggets,232.0,-1.5,104,-122,229,-23
194,2022-11-13,Sacramento Kings,Golden State Warriors,236.5,-4.0,154,-184,237,7
195,2022-11-13,Los Angeles Lakers,Brooklyn Nets,217.5,-5.0,176,-210,219,13
196,2022-11-14,Orlando Magic,Charlotte Hornets,225.0,-1.5,108,-126,217,-7
197,2022-11-14,Detroit Pistons,Toronto Raptors,219.5,-3.5,130,-166,226,-4
198,2022-11-14,Boston Celtics,Oklahoma City Thunder,229.0,11.5,-620,460,248,4
199,2022-11-14,Miami Heat,Phoenix Suns,215.5,2.5,-138,118,225,1
200,2022-11-14,Milwaukee Bucks,Atlanta Hawks,225.5,4.0,-164,138,227,-15
201,2022-11-14,Houston Rockets,Los Angeles Clippers,219.5,-5.0,168,-200,228,-16
202,2022-11-14,Golden State Warriors,San Antonio Spurs,234.0,9.0,-405,320,227,37
203,2022-11-15,New Orleans Pelicans,Memphis Grizzlies,223.5,1.5,-120,102,215,11
204,2022-11-15,Dallas Mavericks,Los Angeles Clippers,212.0,6.5,-260,215,204,2
205,2022-11-15,Utah Jazz,New York Knicks,232.0,4.0,-180,152,229,-7
206,2022-11-15,Sacramento Kings,Brooklyn Nets,226.0,1.5,-118,100,274,32
207,2022-11-15,Portland Trail Blazers,San Antonio Spurs,226.5,8.5,-320,260,227,7
208,2022-11-16,Orlando Magic,Minnesota Timberwolves,223.5,-8.0,265,-330,234,-18
209,2022-11-16,Washington Wizards,Oklahoma City Thunder,230.0,5.0,-200,168,241,-1
210,2022-11-16,Charlotte Hornets,Indiana Pacers,236.5,-1.0,-102,-116,238,-12
211,2022-11-16,Toronto Raptors,Miami Heat,216.0,3.0,-152,128,216,8
212,2022-11-16,Atlanta Hawks,Boston Celtics,234.5,-1.0,-102,-116,227,-25
213,2022-11-16,Milwaukee Bucks,Cleveland Cavaliers,218.5,2.5,-136,116,211,15
214,2022-11-16,New Orleans Pelicans,Chicago Bulls,226.5,1.5,-124,106,234,14
215,2022-11-16,Dallas Mavericks,Houston Rockets,214.5,6.5,-245,198,193,-9
216,2022-11-16,Phoenix Suns,Golden State Warriors,227.0,-2.5,120,-142,249,11
217,2022-11-16,Denver Nuggets,New York Knicks,226.5,2.5,-134,114,209,-3
218,2022-11-17,Sacramento Kings,San Antonio Spurs,237.0,7.0,-275,225,242,18
219,2022-11-17,Portland Trail Blazers,Brooklyn Nets,220.5,3.0,-154,130,216,-2
220,2022-11-17,Los Angeles Clippers,Detroit Pistons,218.5,10.5,-550,410,187,5
221,2022-11-18,Washington Wizards,Miami Heat,216.5,8.0,-330,265,213,1
222,2022-11-18,Cleveland Cavaliers,Charlotte Hornets,216.5,11.5,-850,520,254,10
223,2022-11-18,Philadelphia 76ers,Milwaukee Bucks,214.5,-3.5,126,-162,212,8
224,2022-11-18,Memphis Grizzlies,Oklahoma City Thunder,230.0,6.5,-240,198,231,11
225,2022-11-18,Houston Rockets,Indiana Pacers,236.0,-5.5,172,-205,190,-8
226,2022-11-18,Chicago Bulls,Orlando Magic,221.0,8.5,-350,275,215,-1
227,2022-11-18,Dallas Mavericks,Denver Nuggets,211.5,9.5,-500,340,226,28
228,2022-11-18,New Orleans Pelicans,Boston Celtics,234.5,-5.5,200,-265,226,-8
229,2022-11-18,Utah Jazz,Phoenix Suns,234.5,4.5,-192,148,267,1
230,2022-11-18,Golden State Warriors,New York Knicks,234.5,7.5,-295,240,212,10
231,2022-11-18,Los Angeles Lakers,Detroit Pistons,225.5,6.5,-270,220,249,7
232,2022-11-19,Atlanta Hawks,Toronto Raptors,226.5,5.5,-205,172,246,2
233,2022-11-19,Indiana Pacers,Orlando Magic,232.5,4.5,-250,190,227,1
234,2022-11-19,Philadelphia 76ers,Minnesota Timberwolves,218.5,-3.5,134,-158,221,-3
235,2022-11-19,Portland Trail Blazers,Utah Jazz,228.0,4.5,-186,154,231,-5
236,2022-11-19,Los Angeles Clippers,San Antonio Spurs,220.5,8.5,-360,290,216,22
237,2022-11-20,Phoenix Suns,New York Knicks,226.5,6.0,-230,190,211,21
238,2022-11-20,Washington Wizards,Charlotte Hornets,220.5,5.0,-196,164,208,4
239,2022-11-20,Sacramento Kings,Detroit Pistons,234.5,10.5,-520,400,266,8
240,2022-11-20,Brooklyn Nets,Memphis Grizzlies,224.0,7.5,-290,235,242,12
241,2022-11-20,Cleveland Cavaliers,Miami Heat,213.0,7.0,-280,230,200,26
242,2022-11-20,Houston Rockets,Golden State Warriors,232.5,-10.5,400,-520,247,-7
243,2022-11-20,Dallas Mavericks,Denver Nuggets,217.5,10.5,-500,385,195,-1
244,2022-11-20,Los Angeles Lakers,San Antonio Spurs,229.0,6.5,-240,198,215,31
245,2022-11-21,Indiana Pacers,Orlando Magic,225.5,7.0,-300,245,225,21
246,2022-11-21,Cleveland Cavaliers,Atlanta Hawks,228.0,3.5,-164,138,216,12
247,2022-11-21,Chicago Bulls,Boston Celtics,229.5,-5.5,176,-210,228,14
248,2022-11-21,Oklahoma City Thunder,New York Knicks,228.0,2.0,-120,102,248,-10
249,2022-11-21,Milwaukee Bucks,Portland Trail Blazers,213.5,10.0,-480,370,230,8
250,2022-11-21,New Orleans Pelicans,Golden State Warriors,227.5,11.0,-550,410,211,45
251,2022-11-21,Minnesota Timberwolves,Miami Heat,220.5,8.5,-360,290,206,4
252,2022-11-21,Los Angeles Clippers,Utah Jazz,223.0,2.0,-134,114,235,7
253,2022-11-22,Philadelphia 76ers,Brooklyn Nets,218.0,-8.0,265,-330,221,9
254,2022-11-22,Memphis Grizzlies,Sacramento Kings,237.0,2.5,-146,124,222,-4
255,2022-11-22,Denver Nuggets,Detroit Pistons,227.0,11.5,-620,460,218,-2
256,2022-11-22,Phoenix Suns,Los Angeles Lakers,226.5,9.5,-400,315,220,10
257,2022-11-23,Charlotte Hornets,Philadelphia 76ers,216.0,4.0,-178,150,208,6
258,2022-11-23,Cleveland Cavaliers,Portland Trail Blazers,214.0,7.0,-260,215,210,18
259,2022-11-23,Indiana Pacers,Minnesota Timberwolves,232.5,-4.5,180,-215,216,-14
260,2022-11-23,Toronto Raptors,Brooklyn Nets,222.5,-2.5,118,-138,210,-14
261,2022-11-23,Atlanta Hawks,Sacramento Kings,241.5,4.5,-186,156,221,9
262,2022-11-23,Miami Heat,Washington Wizards,209.0,5.0,-194,162,218,8
263,2022-11-23,Boston Celtics,Dallas Mavericks,221.5,6.0,-215,180,237,13
264,2022-11-23,Milwaukee Bucks,Chicago Bulls,224.5,7.5,-290,235,231,-5
265,2022-11-23,Oklahoma City Thunder,Denver Nuggets,230.0,-1.0,-102,-116,257,-5
266,2022-11-23,San Antonio Spurs,New Orleans Pelicans,227.5,-5.5,176,-210,239,-19
267,2022-11-23,Utah Jazz,Detroit Pistons,234.0,11.5,-600,450,241,-9
268,2022-11-23,Golden State Warriors,Los Angeles Clippers,223.0,10.0,-500,385,231,17
269,2022-11-25,Charlotte Hornets,Minnesota Timberwolves,227.0,-6.5,198,-240,218,2
270,2022-11-25,Orlando Magic,Philadelphia 76ers,217.5,1.5,-125,-102,206,-8
271,2022-11-25,New York Knicks,Portland Trail Blazers,217.0,4.0,-178,150,261,-3
272,2022-11-25,Milwaukee Bucks,Cleveland Cavaliers,215.5,4.0,-174,146,219,15
273,2022-11-25,Memphis Grizzlies,New Orleans Pelicans,227.0,2.5,-144,122,243,21
274,2022-11-25,Houston Rockets,Atlanta Hawks,231.5,-7.0,225,-275,250,6
275,2022-11-25,Indiana Pacers,Brooklyn Nets,233.5,-3.5,138,-164,245,11
276,2022-11-25,San Antonio Spurs,Los Angeles Lakers,235.0,-4.0,138,-164,199,-11
277,2022-11-25,Boston Celtics,Sacramento Kings,238.5,7.5,-300,245,226,18
278,2022-11-25,Miami Heat,Washington Wizards,215.5,3.0,-154,130,217,3
279,2022-11-25,Oklahoma City Thunder,Chicago Bulls,232.5,-3.0,124,-146,242,4
280,2022-11-25,Phoenix Suns,Detroit Pistons,222.5,10.5,-720,450,210,6
281,2022-11-25,Golden State Warriors,Utah Jazz,239.5,8.0,-330,265,247,11
282,2022-11-25,Los Angeles Clippers,Denver Nuggets,218.5,-4.0,152,-180,218,-10
283,2022-11-26,Toronto Raptors,Dallas Mavericks,214.5,-2.5,124,-146,205,5
284,2022-11-26,San Antonio Spurs,Los Angeles Lakers,231.0,1.0,-116,-102,281,-5
285,2022-11-26,Houston Rockets,Oklahoma City Thunder,231.5,-1.5,102,-120,223,13
286,2022-11-26,Phoenix Suns,Utah Jazz,232.0,6.5,-250,205,225,1
287,2022-11-27,Brooklyn Nets,Portland Trail Blazers,223.5,7.5,-295,240,208,14
288,2022-11-27,Minnesota Timberwolves,Golden State Warriors,237.5,-1.5,100,-118,251,-23
289,2022-11-27,Los Angeles Clippers,Indiana Pacers,220.5,-2.0,114,-134,214,14
290,2022-11-27,Atlanta Hawks,Miami Heat,226.0,3.5,-156,132,204,-8
291,2022-11-27,Detroit Pistons,Cleveland Cavaliers,218.5,-8.0,250,-310,196,-8
292,2022-11-27,Boston Celtics,Washington Wizards,220.5,8.0,-335,270,251,9
293,2022-11-27,New York Knicks,Memphis Grizzlies,228.0,-1.5,104,-122,250,-4
294,2022-11-27,Orlando Magic,Philadelphia 76ers,213.0,-1.0,-104,-112,236,-30
295,2022-11-27,Milwaukee Bucks,Dallas Mavericks,215.5,6.0,-235,194,239,9
296,2022-11-28,Washington Wizards,Minnesota Timberwolves,243.5,4.5,-180,140,269,15
297,2022-11-28,Philadelphia 76ers,Atlanta Hawks,221.0,2.5,-134,114,205,3
298,2022-11-28,Brooklyn Nets,Orlando Magic,228.5,8.5,-400,285,211,7
299,2022-11-28,Boston Celtics,Charlotte Hornets,225.5,11.0,-670,490,245,35
300,2022-11-28,Toronto Raptors,Cleveland Cavaliers,218.0,5.0,-200,168,188,12
301,2022-11-28,New Orleans Pelicans,Oklahoma City Thunder,233.0,5.5,-210,176,206,4
302,2022-11-28,Denver Nuggets,Houston Rockets,228.5,11.0,-600,450,242,16
